series_model,dealer,category,cars,manager,zone,date,month,state,city,qty_sold,sold_price,car_insurance,state_tax,consumer_family_status,consumer_profession,any_other_brand_preferred,year,month_num,total_revenue,total_cost_per_unit,total_cost,net_revenue,price_tier
KLV,AUTOCAT,BASIC,BEAT,ISHAL WALIA,SOUTH,2019-12-08,Dec,RAJ,JODHPUR,0,334020,6680.4,133.608,SINGLE,BUSINESS,YES,2019,12,0,6814.008,0.0,0.0,Mid-Range
KLV,NIKE,EXTRA CLASS,PUNTO,ISHAL WALIA,WEST,2019-05-25,May,ASM,HOJAI,2,352133,42255.96,3380.4768,FAMILY,STUDENT,YES,2019,5,704266,45636.436799999996,91272.87359999999,612993.1264,Mid-Range
KLV,BULWARD,EXTRA CLASS,PUNTO,ISHAL WALIA,SOUTH,2019-07-06,Jul,RAJ,JAIPUR,2,334020,6680.4,133.608,SPOUSE,JOB,YES,2019,7,668040,6814.008,13628.016,654411.984,Mid-Range
KLV,BULWARD,EXTRA CLASS,HAWK,ISHAL WALIA,SOUTH,2019-07-28,Jul,DL,BADALPUR,17,222010,10212.46,816.9968,FAMILY,JOB,YES,2019,7,3774170,11029.4568,187500.76559999998,3586669.2344,Budget
TESS,AUTOCAT,BASIC,ALTO,ISHAL WALIA,NORTH,2019-10-16,Oct,PB,PATIALA,9,249734,27470.74,7492.02,SINGLE,BUSINESS,YES,2019,10,2247606,34962.76,314664.84,1932941.16,Budget
TESS,MITUSHI,LUXURY,ALTO,ISHAL WALIA,EAST,2019-12-11,Dec,AP,VIZAG,9,225400,27048.0,2254.0,SINGLE,SELF EMPLOYEED,YES,2019,12,2028600,29302.0,263718.0,1764882.0,Budget
ELECTRA,AUTOCAT,SUPER,ALTO,ISHAL WALIA,SOUTH,2019-08-03,Aug,KTK,BGLORE,4,320000,22400.0,6400.0,SINGLE,JOB,YES,2019,8,1280000,28800.0,115200.0,1164800.0,Mid-Range
ELECTRA,BULWARD,BASIC,US18,ISHAL WALIA,SOUTH,2019-12-27,Dec,CHD,SECTOR 1,1,812117,56848.19,16242.34,SINGLE,BUSINESS,YES,2019,12,812117,73090.53,73090.53,739026.47,Premium
ELECTRA,NIKE,LUXURY,PUNTO,ISHAL WALIA,EAST,2019-05-01,May,DL,CP,2,342010,15732.46,1258.5968,SINGLE,BUSINESS,YES,2019,5,684020,16991.0568,33982.1136,650037.8864,Mid-Range
TESS,BULWARD,LUXURY,BEATLE,ISHAL WALIA,NORTH,2019-09-06,Sep,RAJ,BIKANER,16,214020,4280.4,85.608,FAMILY,JOB,NO,2019,9,3424320,4366.008,69856.128,3354463.872,Budget
TESS,BULWARD,BASIC,BEATLE,ISHAL WALIA,WEST,2019-12-27,Dec,HR,KAITHAL,13,296080,34345.28,1717.264,FAMILY,BUSINESS,YES,2019,12,3849040,36062.544,468813.07200000004,3380226.928,Mid-Range
ELECTRA,BULWARD,LUXURY,HAWK,ISHAL WALIA,SOUTH,2019-04-21,Apr,DL,DWARKA,15,222010,10212.46,816.9968,SINGLE,JOB,YES,2019,4,3330150,11029.4568,165441.852,3164708.148,Budget
TESS,NIKE,EXTRA CLASS,HAWK,ISHAL WALIA,WEST,2019-06-09,Jun,RAJ,JAIPUR,21,214020,4280.4,85.608,SINGLE,STUDENT,YES,2019,6,4494420,4366.008,91686.16799999999,4402733.832,Budget
TESS,NIKE,EXTRA CLASS,HAWK,ISHAL WALIA,WEST,2019-12-22,Dec,HR,PANIPAT,19,296080,34345.28,1717.264,FAMILY,BUSINESS,YES,2019,12,5625520,36062.544,685188.336,4940331.664,Mid-Range
TESS,AUTOCAT,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-05-11,May,AP,HYDERABAD,12,315400,37848.0,3154.0,SINGLE,BUSINESS,YES,2019,5,3784800,41002.0,492024.0,3292776.0,Mid-Range
ELECTRA,BULWARD,LUXURY,SANTRO,ISHAL WALIA,EAST,2019-05-25,May,RAJ,JAIPUR,10,304020,6080.4,121.608,FAMILY,JOB,NO,2019,5,3040200,6202.008,62020.08,2978179.92,Mid-Range
TESS,NIKE,BASIC,SANTRO,ISHAL WALIA,EAST,2019-07-20,Jul,RAJ,JAIPUR,4,304020,6080.4,121.608,FAMILY,STUDENT,YES,2019,7,1216080,6202.008,24808.032,1191271.968,Mid-Range
TESS,NIKE,LUXURY,SANTRO,ISHAL WALIA,WEST,2019-09-14,Sep,HR,PANIPAT,9,337290,39125.64,1956.282,SPOUSE,BUSINESS,YES,2019,9,3035610,41081.922,369737.298,2665872.702,Mid-Range
ELECTRA,NIKE,LUXURY,SANTRO,ISHAL WALIA,EAST,2019-10-12,Oct,AP,AMARVATI,1,315400,37848.0,3154.0,SPOUSE,JOB,YES,2019,10,315400,41002.0,41002.0,274398.0,Mid-Range
ELECTRA,NIKE,BASIC,SANTRO,ISHAL WALIA,EAST,2019-11-23,Nov,ASM,GUWATI,3,321134,38536.08,3082.8864,FAMILY,BUSINESS,NO,2019,11,963402,41618.966400000005,124856.89920000001,838545.1008,Mid-Range
KLV,AUTOCAT,BASIC,SANTRO,ISHAL WALIA,WEST,2019-01-21,Jan,KTK,UDUPAI,3,320000,22400.0,6400.0,GIFT,BUSINESS,YES,2019,1,960000,28800.0,86400.0,873600.0,Mid-Range
KLV,NIKE,LUXURY,SANTRO,ISHAL WALIA,WEST,2019-03-18,Mar,KTK,AJAYPURA,15,320000,22400.0,6400.0,SINGLE,JOB,YES,2019,3,4800000,28800.0,432000.0,4368000.0,Mid-Range
KLV,BULWARD,LUXURY,SANTRO,ISHAL WALIA,NORTH,2019-04-01,Apr,RAJ,BIKANER,13,304020,6080.4,121.608,FAMILY,BUSINESS,NO,2019,4,3952260,6202.008,80626.10399999999,3871633.896,Mid-Range
KLV,MITUSHI,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-06-08,Jun,PB,AMR,13,395352,43488.72,11860.56,SINGLE,BUSINESS,YES,2019,6,5139576,55349.28,719540.64,4420035.36,Mid-Range
KLV,NIKE,BASIC,SANTRO,ISHAL WALIA,EAST,2019-08-17,Aug,AP,TIRUPATI,1,315400,37848.0,3154.0,FAMILY,BUSINESS,YES,2019,8,315400,41002.0,41002.0,274398.0,Mid-Range
KLV,AUTOCAT,LUXURY,SANTRO,ISHAL WALIA,WEST,2019-12-05,Dec,DL,CP,15,312010,14352.46,1148.1968,SPOUSE,STUDENT,YES,2019,12,4680150,15500.656799999999,232509.85199999998,4447640.148,Mid-Range
KLV,BULWARD,SUPER,SANTRO,ISHAL WALIA,SOUTH,2019-03-18,Mar,ASM,HOJAI,22,231802,27816.24,2225.2992,FAMILY,BUSINESS,NO,2019,3,5099644,30041.539200000003,660913.8624000001,4438730.1376,Budget
KLV,BULWARD,SUPER,SANTRO,ISHAL WALIA,WEST,2019-04-15,Apr,RAJ,AJMER,22,214020,4280.4,85.608,SPOUSE,JOB,YES,2019,4,4708440,4366.008,96052.17599999999,4612387.824,Budget
KLV,BULWARD,LUXURY,SANTRO,ISHAL WALIA,EAST,2019-05-01,May,CHD,SECTOR 29,13,341014,23870.98,6820.28,SINGLE,JOB,NO,2019,5,4433182,30691.26,398986.38,4034195.62,Mid-Range
KLV,BULWARD,LUXURY,SANTRO,ISHAL WALIA,SOUTH,2019-05-29,May,ASM,DISPUR,12,231802,27816.24,2225.2992,GIFT,BUSINESS,YES,2019,5,2781624,30041.539200000003,360498.47040000005,2421125.5296,Budget
KLV,BULWARD,BASIC,SANTRO,ISHAL WALIA,EAST,2019-08-21,Aug,AP,TENALI,14,345400,41448.0,3454.0,FAMILY,BUSINESS,NO,2019,8,4835600,44902.0,628628.0,4206972.0,Mid-Range
KLV,BULWARD,BASIC,SANTRO,ISHAL WALIA,SOUTH,2019-09-18,Sep,DL,DWARKA,19,222010,10212.46,816.9968,SPOUSE,BUSINESS,YES,2019,9,4218190,11029.4568,209559.6792,4008630.3208,Budget
PRIMUS,MITUSHI,EXTRA CLASS,ALTO,PRANAY SETH,SOUTH,2019-02-24,Feb,PB,LUD,10,249734,27470.74,7492.02,SPOUSE,BUSINESS,YES,2019,2,2497340,34962.76,349627.60000000003,2147712.4,Budget
PRIMUS,BULWARD,LUXURY,ALTO,PRANAY SETH,WEST,2019-04-07,Apr,ASM,GOALPARA,15,231802,27816.24,2225.2992,SINGLE,BUSINESS,YES,2019,4,3477030,30041.539200000003,450623.08800000005,3026406.912,Budget
PRIMUS,BULWARD,LUXURY,ALTO,PRANAY SETH,WEST,2019-05-05,May,DL,CP,0,222010,10212.46,816.9968,SINGLE,BUSINESS,YES,2019,5,0,11029.4568,0.0,0.0,Budget
PRIMUS,MITUSHI,LUXURY,ALTO,PRANAY SETH,NORTH,2019-05-19,May,PB,AMR,13,249734,27470.74,7492.02,SINGLE,BUSINESS,YES,2019,5,3246542,34962.76,454515.88,2792026.12,Budget
PRIMUS,BULWARD,LUXURY,ALTO,PRANAY SETH,NORTH,2019-06-02,Jun,PB,AMR,17,249734,27470.74,7492.02,SINGLE,BUSINESS,YES,2019,6,4245478,34962.76,594366.92,3651111.08,Budget
PRIMUS,MITUSHI,LUXURY,ALTO,PRANAY SETH,WEST,2019-07-14,Jul,PB,PATIALA,14,249734,27470.74,7492.02,SINGLE,BUSINESS,NO,2019,7,3496276,34962.76,489478.64,3006797.36,Budget
PRIMUS,MITUSHI,SUPER,ALTO,PRANAY SETH,EAST,2019-08-11,Aug,DL,CP,9,222010,10212.46,816.9968,SINGLE,BUSINESS,NO,2019,8,1998090,11029.4568,99265.1112,1898824.8888,Budget
PRIMUS,BULWARD,LUXURY,ALTO,PRANAY SETH,WEST,2019-09-24,Sep,ASM,GUWATI,8,231802,27816.24,2225.2992,SINGLE,BUSINESS,YES,2019,9,1854416,30041.539200000003,240332.31360000002,1614083.6864,Budget
PRIMUS,MITUSHI,EXTRA CLASS,ALTO,PRANAY SETH,WEST,2019-10-22,Oct,PB,PATIALA,3,249734,27470.74,7492.02,SINGLE,BUSINESS,YES,2019,10,749202,34962.76,104888.28,644313.72,Budget
PRIMUS,BULWARD,EXTRA CLASS,ALTO,PRANAY SETH,WEST,2019-11-05,Nov,PB,AMR,15,249734,27470.74,7492.02,GIFT,BUSINESS,YES,2019,11,3746010,34962.76,524441.4,3221568.6,Budget
PRIMUS,BULWARD,BASIC,ALTO,PRANAY SETH,SOUTH,2019-11-19,Nov,KEA,KOCHI,14,227700,36432.0,2277.0,SINGLE,BUSINESS,NO,2019,11,3187800,38709.0,541926.0,2645874.0,Budget
PRIMUS,BULWARD,LUXURY,ALTO,PRANAY SETH,WEST,2019-12-31,Dec,PB,LUD,2,249734,27470.74,7492.02,SINGLE,BUSINESS,YES,2019,12,499468,34962.76,69925.52,429542.48,Budget
PRIMUS,MITUSHI,SUPER,SANTRO,PRANAY SETH,SOUTH,2019-02-24,Feb,PB,LUD,3,395352,43488.72,11860.56,SPOUSE,BUSINESS,YES,2019,2,1186056,55349.28,166047.84,1020008.16,Mid-Range
PRIMUS,AUTOCAT,LUXURY,SANTRO,PRANAY SETH,SOUTH,2019-05-03,May,HR,SONIPAT,11,337290,39125.64,1956.282,GIFT,BUSINESS,YES,2019,5,3710190,41081.922,451901.142,3258288.858,Mid-Range
PRIMUS,NIKE,SUPER,SANTRO,PRANAY SETH,SOUTH,2019-10-18,Oct,KTK,BIDAR,10,320000,22400.0,6400.0,SINGLE,BUSINESS,YES,2019,10,3200000,28800.0,288000.0,2912000.0,Mid-Range
PRIMUS,AUTOCAT,LUXURY,BEAT,PRANAY SETH,NORTH EAST,2019-01-05,Jan,KEA,VARKALA,10,347700,55632.0,3477.0,FAMILY,BUSINESS,YES,2019,1,3477000,59109.0,591090.0,2885910.0,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,PRANAY SETH,EAST,2019-01-26,Jan,RAJ,AJMER,1,334020,6680.4,133.608,SPOUSE,BUSINESS,NO,2019,1,334020,6814.008,6814.008,327205.992,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,PRANAY SETH,WEST,2019-03-02,Mar,KEA,KOVALAM,1,347700,55632.0,3477.0,SPOUSE,BUSINESS,YES,2019,3,347700,59109.0,59109.0,288591.0,Mid-Range
PRIMUS,AUTOCAT,LUXURY,BEAT,PRANAY SETH,WEST,2019-09-26,Sep,PB,LUD,3,422047,46425.17,12661.41,FAMILY,BUSINESS,YES,2019,9,1266141,59086.58,177259.74,1088881.26,Premium
PRIMUS,BULWARD,SUPER,US18,PRANAY SETH,NORTH,2019-01-31,Jan,AP,VIZAG,15,795400,95448.0,7954.0,FAMILY,BUSINESS,YES,2019,1,11931000,103402.0,1551030.0,10379970.0,Premium
PRIMUS,BULWARD,SUPER,US18,PRANAY SETH,NORTH,2019-03-14,Mar,PB,LUD,0,810553,89160.83,24316.59,FAMILY,BUSINESS,YES,2019,3,0,113477.42,0.0,0.0,Premium
PRIMUS,AUTOCAT,EXTRA CLASS,US18,PRANAY SETH,NORTH,2019-05-13,May,DL,BADALPUR,4,792010,36432.46,2914.5968,FAMILY,BUSINESS,YES,2019,5,3168040,39347.0568,157388.2272,3010651.7728,Premium
PRIMUS,AUTOCAT,EXTRA CLASS,US18,PRANAY SETH,SOUTH,2019-07-20,Jul,ASM,DHUBRI,3,801379,96165.48,7693.2384,FAMILY,BUSINESS,YES,2019,7,2404137,103858.7184,311576.1552,2092560.8448,Premium
PRIMUS,NIKE,LUXURY,PUNTO,PRANAY SETH,WEST,2019-01-13,Jan,DL,CP,7,342010,15732.46,1258.5968,FAMILY,BUSINESS,NO,2019,1,2394070,16991.0568,118937.3976,2275132.6024,Mid-Range
PRIMUS,AUTOCAT,LUXURY,PUNTO,PRANAY SETH,NORTH,2019-02-24,Feb,CHD,SECTOR 29,1,425668,29796.76,8513.36,SINGLE,BUSINESS,YES,2019,2,425668,38310.119999999995,38310.119999999995,387357.88,Premium
PRIMUS,NIKE,LUXURY,PUNTO,PRANAY SETH,WEST,2019-07-24,Jul,ASM,GUWATI,2,352133,42255.96,3380.4768,SINGLE,BUSINESS,YES,2019,7,704266,45636.436799999996,91272.87359999999,612993.1264,Mid-Range
PRIMUS,BULWARD,EXTRA CLASS,PUNTO,PRANAY SETH,SOUTH,2019-11-27,Nov,AP,AMARVATI,0,345400,41448.0,3454.0,SPOUSE,BUSINESS,NO,2019,11,0,44902.0,0.0,0.0,Mid-Range
PRIMUS,NIKE,EXTRA CLASS,MARUTI 800,PRANAY SETH,NORTH,2019-01-25,Jan,HR,SONIPAT,4,348158,40386.328,2019.3164,SINGLE,BUSINESS,YES,2019,1,1392632,42405.644400000005,169622.57760000002,1223009.4224,Mid-Range
PRIMUS,AUTOCAT,LUXURY,MARUTI 800,PRANAY SETH,EAST,2019-03-29,Mar,DL,DWARKA,1,212010,9752.46,780.1968,FAMILY,BUSINESS,YES,2019,3,212010,10532.656799999999,10532.656799999999,201477.3432,Budget
PRIMUS,NIKE,LUXURY,MARUTI 800,PRANAY SETH,SOUTH,2019-05-01,May,RAJ,AJMER,6,204020,4080.4,81.608,FAMILY,BUSINESS,YES,2019,5,1224120,4162.008,24972.048,1199147.952,Budget
PRIMUS,NIKE,LUXURY,MARUTI 800,PRANAY SETH,NORTH,2019-12-28,Dec,ASM,TEZPUR,0,221237,26548.44,2123.8752,SINGLE,BUSINESS,NO,2019,12,0,28672.315199999997,0.0,0.0,Budget
PRIMUS,NIKE,EXTRA CLASS,BEATLE,PRANAY SETH,SOUTH,2019-02-18,Feb,KTK,UDUPAI,3,230000,16100.0,4600.0,FAMILY,BUSINESS,YES,2019,2,690000,20700.0,62100.0,627900.0,Budget
PRIMUS,NIKE,EXTRA CLASS,BEATLE,PRANAY SETH,EAST,2019-05-13,May,DL,DWARKA,2,222010,10212.46,816.9968,SPOUSE,BUSINESS,NO,2019,5,444020,11029.4568,22058.9136,421961.08640000003,Budget
PRIMUS,NIKE,SUPER,BEATLE,PRANAY SETH,WEST,2019-07-24,Jul,DL,DWARKA,9,222010,10212.46,816.9968,FAMILY,BUSINESS,NO,2019,7,1998090,11029.4568,99265.1112,1898824.8888,Budget
PRIMUS,NIKE,SUPER,BEATLE,PRANAY SETH,WEST,2019-09-18,Sep,ASM,HOJAI,15,231802,27816.24,2225.2992,FAMILY,BUSINESS,YES,2019,9,3477030,30041.539200000003,450623.08800000005,3026406.912,Budget
PRIMUS,NIKE,BASIC,BEATLE,PRANAY SETH,WEST,2019-10-16,Oct,HR,KAITHAL,10,296080,34345.28,1717.264,SINGLE,BUSINESS,NO,2019,10,2960800,36062.544,360625.44,2600174.56,Mid-Range
PRIMUS,NIKE,EXTRA CLASS,SANTRO,PRANAY SETH,SOUTH,2019-01-05,Jan,KEA,KOCHI,16,227700,36432.0,2277.0,SINGLE,BUSINESS,YES,2019,1,3643200,38709.0,619344.0,3023856.0,Budget
PRIMUS,NIKE,EXTRA CLASS,SANTRO,PRANAY SETH,NORTH,2019-03-02,Mar,DL,BADALPUR,11,222010,10212.46,816.9968,SINGLE,BUSINESS,YES,2019,3,2442110,11029.4568,121324.0248,2320785.9752,Budget
PRIMUS,BULWARD,SUPER,SANTRO,PRANAY SETH,SOUTH,2019-05-13,May,DL,BADALPUR,12,222010,10212.46,816.9968,FAMILY,BUSINESS,YES,2019,5,2664120,11029.4568,132353.4816,2531766.5184,Budget
PRIMUS,BULWARD,EXTRA CLASS,HAWK,PRANAY SETH,SOUTH,2019-01-21,Jan,KEA,KOLLAM,11,227700,36432.0,2277.0,SINGLE,BUSINESS,YES,2019,1,2504700,38709.0,425799.0,2078901.0,Budget
PRIMUS,BULWARD,EXTRA CLASS,ALTO,PRANAY SETH,WEST,2019-02-10,Feb,PB,LUD,21,249734,27470.74,7492.02,FAMILY,JOB,NO,2019,2,5244414,34962.76,734217.9600000001,4510196.04,Budget
PRIMUS,BULWARD,EXTRA CLASS,ALTO,PRANAY SETH,WEST,2019-03-10,Mar,KEA,KOLLAM,7,227700,36432.0,2277.0,FAMILY,JOB,NO,2019,3,1593900,38709.0,270963.0,1322937.0,Budget
PRIMUS,MITUSHI,LUXURY,ALTO,PRANAY SETH,NORTH,2019-03-24,Mar,CHD,SECTOR 1,9,341014,23870.98,6820.28,SINGLE,JOB,YES,2019,3,3069126,30691.26,276221.33999999997,2792904.66,Mid-Range
PRIMUS,MITUSHI,LUXURY,ALTO,PRANAY SETH,SOUTH,2019-04-21,Apr,RAJ,JODHPUR,2,214020,4280.4,85.608,SINGLE,JOB,YES,2019,4,428040,4366.008,8732.016,419307.984,Budget
PRIMUS,BULWARD,BASIC,ALTO,PRANAY SETH,SOUTH,2019-06-30,Jun,RAJ,JODHPUR,11,214020,4280.4,85.608,SINGLE,JOB,YES,2019,6,2354220,4366.008,48026.087999999996,2306193.912,Budget
PRIMUS,BULWARD,SUPER,ALTO,PRANAY SETH,SOUTH,2019-09-02,Sep,RAJ,JAIPUR,6,214020,4280.4,85.608,FAMILY,JOB,YES,2019,9,1284120,4366.008,26196.048,1257923.952,Budget
PRIMUS,MITUSHI,EXTRA CLASS,ALTO,PRANAY SETH,NORTH,2019-10-08,Oct,RAJ,BIDAR,14,214020,4280.4,85.608,GIFT,JOB,YES,2019,10,2996280,4366.008,61124.111999999994,2935155.888,Budget
PRIMUS,BULWARD,LUXURY,ALTO,PRANAY SETH,SOUTH,2019-12-17,Dec,PB,LUD,10,249734,27470.74,7492.02,SINGLE,JOB,NO,2019,12,2497340,34962.76,349627.60000000003,2147712.4,Budget
PRIMUS,AUTOCAT,SUPER,SANTRO,PRANAY SETH,NORTH,2019-03-24,Mar,CHD,SECTOR 1,9,421813,29526.91,8436.26,SINGLE,JOB,YES,2019,3,3796317,37963.17,341668.52999999997,3454648.47,Premium
PRIMUS,NIKE,LUXURY,SANTRO,PRANAY SETH,SOUTH,2019-05-31,May,ASM,DISPUR,1,321134,38536.08,3082.8864,GIFT,JOB,YES,2019,5,321134,41618.966400000005,41618.966400000005,279515.03359999997,Mid-Range
PRIMUS,NIKE,BASIC,SANTRO,PRANAY SETH,SOUTH,2019-06-28,Jun,DL,CP,7,312010,14352.46,1148.1968,GIFT,JOB,YES,2019,6,2184070,15500.656799999999,108504.5976,2075565.4024,Mid-Range
PRIMUS,NIKE,SUPER,SANTRO,PRANAY SETH,WEST,2019-09-06,Sep,AP,AMARVATI,0,315400,37848.0,3154.0,FAMILY,JOB,NO,2019,9,0,41002.0,0.0,0.0,Mid-Range
PRIMUS,AUTOCAT,LUXURY,BEAT,PRANAY SETH,NORTH,2019-01-19,Jan,KTK,UDUPAI,15,350000,24500.0,7000.0,FAMILY,JOB,YES,2019,1,5250000,31500.0,472500.0,4777500.0,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,PRANAY SETH,SOUTH,2019-02-23,Feb,RAJ,BIKANER,1,334020,6680.4,133.608,FAMILY,JOB,YES,2019,2,334020,6814.008,6814.008,327205.992,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,PRANAY SETH,SOUTH,2019-09-21,Sep,RAJ,AJMER,3,334020,6680.4,133.608,SPOUSE,JOB,YES,2019,9,1002060,6814.008,20442.023999999998,981617.976,Mid-Range
PRIMUS,AUTOCAT,BASIC,BEAT,PRANAY SETH,WEST,2019-09-28,Sep,KEA,VARKALA,2,347700,55632.0,3477.0,FAMILY,JOB,NO,2019,9,695400,59109.0,118218.0,577182.0,Mid-Range
PRIMUS,BULWARD,SUPER,US18,PRANAY SETH,WEST,2019-01-10,Jan,KTK,BGLORE,8,800000,56000.0,16000.0,GIFT,JOB,NO,2019,1,6400000,72000.0,576000.0,5824000.0,Premium
PRIMUS,BULWARD,SUPER,US18,PRANAY SETH,EAST,2019-02-21,Feb,KEA,KOLLAM,14,797700,127632.0,7977.0,FAMILY,JOB,YES,2019,2,11167800,135609.0,1898526.0,9269274.0,Premium
PRIMUS,NIKE,BASIC,US18,PRANAY SETH,WEST,2019-04-04,Apr,PB,LUD,13,810553,89160.83,24316.59,FAMILY,JOB,YES,2019,4,10537189,113477.42,1475206.46,9061982.54,Premium
PRIMUS,NIKE,EXTRA CLASS,US18,PRANAY SETH,WEST,2019-08-24,Aug,HR,PANIPAT,11,858644,99602.704,4980.1352,SINGLE,JOB,NO,2019,8,9445084,104582.8392,1150411.2312,8294672.7688,Premium
PRIMUS,AUTOCAT,EXTRA CLASS,US18,PRANAY SETH,NORTH,2019-09-28,Sep,KTK,AJAYPURA,1,800000,56000.0,16000.0,GIFT,JOB,YES,2019,9,800000,72000.0,72000.0,728000.0,Premium
PRIMUS,AUTOCAT,SUPER,US18,PRANAY SETH,SOUTH,2019-12-07,Dec,KEA,KOCHI,6,797700,127632.0,7977.0,SPOUSE,JOB,YES,2019,12,4786200,135609.0,813654.0,3972546.0,Premium
PRIMUS,AUTOCAT,BASIC,PUNTO,PRANAY SETH,EAST,2019-10-16,Oct,KTK,BGLORE,6,350000,24500.0,7000.0,FAMILY,JOB,YES,2019,10,2100000,31500.0,189000.0,1911000.0,Mid-Range
PRIMUS,AUTOCAT,EXTRA CLASS,MARUTI 800,PRANAY SETH,WEST,2019-01-04,Jan,KEA,VARKALA,1,217700,34832.0,2177.0,FAMILY,JOB,YES,2019,1,217700,37009.0,37009.0,180691.0,Budget
PRIMUS,NIKE,EXTRA CLASS,MARUTI 800,PRANAY SETH,EAST,2019-02-15,Feb,KTK,BIDAR,7,220000,15400.0,4400.0,FAMILY,JOB,YES,2019,2,1540000,19800.0,138600.0,1401400.0,Budget
PRIMUS,AUTOCAT,EXTRA CLASS,MARUTI 800,PRANAY SETH,NORTH,2019-03-08,Mar,AP,TIRUPATI,33,215400,25848.0,2154.0,SINGLE,JOB,YES,2019,3,7108200,28002.0,924066.0,6184134.0,Budget
PRIMUS,NIKE,LUXURY,MARUTI 800,PRANAY SETH,NORTH,2019-11-30,Nov,CHD,SECTOR 1,4,255519,17886.33,5110.38,GIFT,JOB,YES,2019,11,1022076,22996.710000000003,91986.84000000001,930089.16,Mid-Range
PRIMUS,NIKE,EXTRA CLASS,BEATLE,PRANAY SETH,NORTH,2019-04-15,Apr,KEA,VARKALA,12,227700,36432.0,2277.0,FAMILY,JOB,YES,2019,4,2732400,38709.0,464508.0,2267892.0,Budget
PRIMUS,NIKE,SUPER,BEATLE,PRANAY SETH,SOUTH,2019-06-10,Jun,CHD,SECTOR 5,2,341014,23870.98,6820.28,FAMILY,JOB,NO,2019,6,682028,30691.26,61382.52,620645.48,Mid-Range
PRIMUS,NIKE,SUPER,BEATLE,PRANAY SETH,NORTH,2019-08-21,Aug,CHD,SECTOR 29,11,341014,23870.98,6820.28,SINGLE,JOB,NO,2019,8,3751154,30691.26,337603.86,3413550.14,Mid-Range
PRIMUS,NIKE,EXTRA CLASS,BEATLE,PRANAY SETH,WEST,2019-12-11,Dec,AP,HYDERABAD,14,225400,27048.0,2254.0,SINGLE,JOB,YES,2019,12,3155600,29302.0,410228.0,2745372.0,Budget
PRIMUS,BULWARD,EXTRA CLASS,SANTRO,PRANAY SETH,SOUTH,2019-09-02,Sep,KTK,BGLORE,16,230000,16100.0,4600.0,GIFT,JOB,YES,2019,9,3680000,20700.0,331200.0,3348800.0,Budget
PRIMUS,BULWARD,EXTRA CLASS,HAWK,PRANAY SETH,SOUTH,2019-04-01,Apr,KTK,BGLORE,11,230000,16100.0,4600.0,SINGLE,JOB,YES,2019,4,2530000,20700.0,227700.0,2302300.0,Budget
PRIMUS,AUTOCAT,LUXURY,HAWK,PRANAY SETH,WEST,2019-11-24,Nov,CHD,SECTOR 29,22,341014,23870.98,6820.28,SINGLE,JOB,YES,2019,11,7502308,30691.26,675207.72,6827100.28,Mid-Range
PRIMUS,MITUSHI,BASIC,ALTO,PRANAY SETH,EAST,2019-06-16,Jun,KEA,KOLLAM,21,227700,36432.0,2277.0,SINGLE,STUDENT,NO,2019,6,4781700,38709.0,812889.0,3968811.0,Budget
PRIMUS,BULWARD,BASIC,ALTO,PRANAY SETH,WEST,2019-12-03,Dec,HR,KAITHAL,3,296080,34345.28,1717.264,SINGLE,STUDENT,YES,2019,12,888240,36062.544,108187.63200000001,780052.368,Mid-Range
PRIMUS,NIKE,SUPER,SANTRO,PRANAY SETH,NORTH,2019-11-01,Nov,AP,TIRUPATI,4,315400,37848.0,3154.0,FAMILY,STUDENT,YES,2019,11,1261600,41002.0,164008.0,1097592.0,Mid-Range
PRIMUS,AUTOCAT,SUPER,BEAT,PRANAY SETH,NORTH,2019-02-16,Feb,ASM,DIPHU,1,351676,42201.12,3376.0896,SPOUSE,STUDENT,YES,2019,2,351676,45577.2096,45577.2096,306098.7904,Mid-Range
PRIMUS,BULWARD,BASIC,PUNTO,PRANAY SETH,NORTH,2019-09-04,Sep,HR,KAITHAL,2,397405,46098.98,2304.949,GIFT,STUDENT,NO,2019,9,794810,48403.929000000004,96807.85800000001,698002.142,Mid-Range
PRIMUS,NIKE,LUXURY,MARUTI 800,PRANAY SETH,WEST,2019-05-22,May,DL,DWARKA,13,212010,9752.46,780.1968,SINGLE,STUDENT,YES,2019,5,2756130,10532.656799999999,136924.5384,2619205.4616,Budget
PRIMUS,NIKE,EXTRA CLASS,BEATLE,PRANAY SETH,WEST,2019-03-18,Mar,AP,TIRUPATI,23,225400,27048.0,2254.0,SPOUSE,STUDENT,YES,2019,3,5184200,29302.0,673946.0,4510254.0,Budget
PRIMUS,NIKE,EXTRA CLASS,BEATLE,PRANAY SETH,NORTH,2019-11-13,Nov,KTK,AJAYPURA,17,230000,16100.0,4600.0,SINGLE,STUDENT,YES,2019,11,3910000,20700.0,351900.0,3558100.0,Budget
PRIMUS,AUTOCAT,LUXURY,HAWK,PRANAY SETH,SOUTH,2019-10-06,Oct,DL,DWARKA,13,222010,10212.46,816.9968,SINGLE,STUDENT,NO,2019,10,2886130,11029.4568,143382.93839999998,2742747.0616,Budget
